ID,Medicine Name,Generic Name
1142,FOSOLIN (150MG/2ML),NINDIAPAMIDE 1.5MG
1143,FRAGMIN 2500 I.U. 0.2ML,NITAZOXANIDE 
1144,FORTWIN INJ. (12) 1ML,NIMUSULIDE 100MG
1145,FRAGMIN 5000 I.U. 0.2ML,NITAZOXANIDE 500MG
1146,FREKA TUBE NO 12,NITROGLYCERIN 6.5MG
1147,FREKA TUBE NO 15,NITROGLYCERINE 
1148,FRESUBIN DM POWDER VANILLA 400,NITROGLYCERINE 5MG/1ML
1149,FRESUBIN POWDER VANILLA 400G,NORADRENALIN 2MG/1ML
1150,FRIENDLY,NORFLOXACIN 200MG
1151,FRUSELAC ,NORFLOXACIN 400MG
1152,G DRESS SWIMPROOF  5,NORFLOXACIN 400MG+TINIDAZOLE 600MG
1153,G DRESS SWIMPROOF 20,NORTHOSTERON 5MG.
1154,G DRESS SWIMPROOF 30 1PIC,NUTRITION SUPPLIMENT
1155,GABAPIN 300 MG,OCTREOTIDE 100MG
1156,"GAMJEE ROLL 10CMX4CM 4""",OFLOXACIN +ORNIDAZOLE
1157,"GAMJEE ROLL 15CMX6CM 6""",OFLOXACIN +TINIDAZOLE
1158,GAMMEX GLOVES 6,OFLOXACIN 200MG
1159,GAMMEX GLOVES 6.5,OFLOXACIN 200MG+ORNIDAZOLE 500MG
1160,GAMMEX GLOVES 7,OFLOXACIN 200MG/100ML+ORNIDAZOLE 500MG/100MH
1161,GLOVES 6 (NULIFE),ONDANSETRON  4MG
1162,GLOVES 6.5 (NULIFE),ONDANSETRON 4MG
1163,GLOVES 7.5 (NULIFE),ORNIDAZOLE 500M
1164,GLOVES 8 (NULIFE),OXAZEPAM 
1165,GLUCERNA SR POWDER VANILLA 400G,OXCARBAZEPINE 
1166,GLUCOMOL EYE DROPS,OXEMETAZOLNE HCL 0.05%+BENZALKONIUM 0.01%
1167,GLUCON D ORANGE 200GM,PANCREATIN 
1168,GLUFORMIN XL 500MG,PANCREATIN 150MG
1169,GLUTAMMUNE SACHET,PANCREATIN 170MG+DIMETHICONE 80MG
1170,GLYCINE 1.5% 3LIT,PANCREATIN 500MG
1171,GLYCOMET 1 GM,PANCRETIN 360MG+LIPASE 25000UNIT+AMYLASE 18000UNIT+PROTEASE 1000UNIT
1172,GLUCON D NIMBUPANI 200G,OXETACINE 10MG+ALUMINIUM HYDROXIDE 0.291GM+MAGNESIUM HYDROXIDE 98MG
1173,GLYCERIN BOTTLE 100G,PANCREATIN 300MG
1174,GLYCEROL I.P LIQ (200 GM),PANCREATIN 400MG
1175,GLYCOMET 500 MG,PANTOPRAZOLE 
1176,GLYCOMET SR 500 MG,PANTOPRAZOLE 20MG
1177,GLYNASE MF,PANTOPRAZOLE 20MG+DOMPERIDONE 10MG
1178,GLYNASE,PANTOPRAZOLE 40MG
1179,GRANIFORCE 1ML/ MG,PANTOPRAZOLE 40MG++ITOPRIDE 150MG
1180,GUIDE WIRE  0.18  LONG 480  COOK,PANTOPRAZOLE 40MG+LEVOSULPIRIDE 75MG
1181,GUIDE WIRE 0.32 -260CM`S`TYPE,PANTTOPRAZOLE 40MG
1182,GUIDE WIRE STRAIGHT 0.035 260CM,PARACETAMOL 0.150GM/1ML
1183,GUTREX D,PARACETAMOL 1000MG/100ML
1184,GYPSONA PLASTER 10CM 1PIC,PARACETAMOL 170MG
1185,GYPSONA PLASTER 15CM 1PIC,PARACETAMOL 1GM/100ML
1186,HAEMACCEL INFUSION 500ML,PARACETAMOL 250MG
1187,HAES-STERIL 6% INFUSION 500ML,PARACETAMOL 250MG/5ML
1188,HALF GOWN,PARACETAMOL 325MG+DICLOFENAC 50MG+SERRATIOPEPTIDASE 15MG
1189,HALLENS SUPPOSITORIES (ADULT),PARACETAMOL 325MG+SERRATOPTIDASE 15MG+ACECLOFENAC 100MG
1190,HAPPI  L ,PARACETAMOL 500MG+CAFFEINE 30MG
1191,NUCOXIA 90 MG,
1192,HAPPI 40MG,PARACETAMOL 80MG
1193,ENDOTRACHAL CUFFED 6.5 1PIC,MEDROXYPROGESTERON 10MG
1194,ENDOTRACHAL CUFFED 7 1PIC,MEDROXYPROGESTRON 10MG
1195,ECR 45 BLUE,LORNIXICAM 
1196,ECR45D GOLD,LOSARTAN POTASIUM 
1197,ECR60D ECHELON 60 GOLD,LOSARTAN POTASIUM +AMLODIPINE
1198,ELECTRAL POWDER 21.80G,LOSARTAN POTASIUM +HYDROCHLORATHAZIDE 12.5
1199,ENDOTRACHAL CUFFED 7.5 1PIC,MEFENAMIC ACID 250MG+DICYCLOMINE HCL 10MG
1200,ENDOTRACHAL CUFFED 8 1PIC,MEGALDRATE 400MG+POLYDIMETHYLSILOXANE 20MG
1201,ENDOTRACHAL CUFFED 8.5 1PIC,MEGALDRATE 400MG+SIMETHACONE 20MG
1202,ENDOTRACHAL CUFFED 9 1PIC,MEGALDRATE 480MG+SIMETHACONE 20MG+OXETACAINE 10MG
1203,ENDOTRACHAL PLAIN 2 1PIC,MEGALDRATE 540MG/5ML+SIMETHACONE 50MG+OXETACAINE 10MG
1204,ENDOTRACHAL PLAIN 2.5 1PIC,MEPHENTERMINE 30MF/1ML
1205,ENDOTRACHAL PLAIN 3 1PIC,MEROPENAM 1GM
1206,ENDOTRACHAL PLAIN 3.5 1PIC,MEROPENAM 500MG
1207,ENDOTRACHAL PLAIN 4 1PIC,MESALAMIEN 500MG
1208,ENDOTRACHAL PLAIN 4.5 1PIC,MESALAMIN 1.2GM
1209,ENDOTRACHAL PLAIN 5 1PIC,MESALAMINE 1.2GM
1210,ENO FRUIT SALT (LEMON) 5G,MESALAMINE 1GM
1211,ENO FRUIT SALT (ORANGE) 5G,MESALAMINE 400MG
1212,ENSURE GOLD POWDER CHOCOLATE 400G,MESALAMINE 800MG
1213,ENSURE POWDER VANILLA 400G,MESALAZINE 2MG
1214,ENTEROFLORA,MESALMIEN 4GM
1215,ESOMAC 20,METHOCARBAMOL 350MG+PARACETAMOL 250MG
1216,ETHASYL-250MG,METHOCARBAMOL 500MG+PARACETAMOL 325MG+DICLOFENAC 50MG
1217,ETHASYL-500MG,METHYLCOBALMIN 
1218,SHELOKEN XL 25MG,
1219,CIPROBID 500MG,
1220,UNICONTINE 400MG,
1221,ATORSAVE 40,
1222,ALGABA-M,
1223,NITROLONG 2.6,
1224,COLONOTRIL 0.5- TABLET,
1225,SLIGO (supreme) - 3,
1226,INJ.CANCIDAS 50MG,
1227,INJ.LANCTUS 18UNITS,
1228,VENLIFT 37.5,
1229,RECOLIN 75,
1230,METAFORT 500MG,
1231,AFOGLIP 20MG,
1232,NUCOXIA SP  - TABLET,
1233,CALDISON  CT- TABLET,
1234,BUSTRON 5mg,
1235,HYKUL OINTMENT,
1236,AMLIP AT,
1237,BICIPHAGE 1000,
1238,MONTAIR FX - TABLET,
1239,DILZEM  CD 120MG. - TABLET,
1240,INJ.MIXTARD 8 UNITS - ,
1241,INJ.LANCTUS 8 UNITS - ,
1242,TELMA CT,
1243,INJ. VANCOCIN-CP 1GM,
1244,CYBLEX 30mg - TABLET,
1245,TREJENTA 5,
1246,TABLET AZORAN  25 ,
1247,LEVIPRIL 250mg- TABLET,
1248,SULBACIN 375mg - TABLET,
1249,CERUVIN 75MG TABLET,
1250,GLIMET DS,
1251,NEXIUM 40MG,
1252,URIMAX,
1253,DOLOWIN SPAS,
1254,AKT 4,
1255,BENADON,
1256,TARGIT AM ,
1257,ALIP 10,
1258,NUTRUM,
1259,TORSEMIDE 10,
1260,CLOBA 10MG,
1261,INJ.LANCTUS 10UNITS - ,
1262,VALCIVIR 1gm - ,
1263,TENVIR,
1264,VASOPRESSIN,
1265,Prolomet AM 50mg,
1266,FLUDART 0.4,
1267,Lopez 2mg,
1268,Depakote XR,
1269,Benalgis,
1270,Pacitane 2mg,
1271,Risdone 2mg,
1272,B-PLEX,
1273,LASILACTONE 20/50mg,
1274,X CUTE,
1275,FDSON MP FORTE,
1276,SOMPRAZ D,
1277,SOFTOVAC SF POWDER 100GM,
1278,Amico,
1279,PARIT ,
1280,Misi 15,
1281,SEGAR (400MG),
1282,APRESOL(25MG),
1283,OLAPAD,
1284,ENAPRIL HT,
1285,ETHAMBUTOL (800MG),
1286,PIOPOD 15 ,
1287,Diapride M2 1BBF-1Before Dinner,
1288,ONGLYZA 5MG 1After Break Fast.,
1289,SPASMO PROXYVON,
1290,SPOROLAC,
1291,TRSON P,
1292,LACTITOL,
1293,CETRIZINE 10 MG,
1294,NEBI-AM,
1295,TELVAS -30,
1296,METFORMIN 250mg,
1297,ANOVATE CREAM 20GM,AZITHROMYCINE 500MG
1298,STATOR 10MG,
1299,PCN IP NEEDLE ( PINK ) 15 CM,
1300,TENDIA 20,
1301,PIRFENEX 200MG,
1302,VENUSIA SOFT OINT,
1303,NUFORCE GM,
1304,PROLOMET XL ,
1305,GLYSIPHASE 500MG,
1306,LODOZ,
1307,GLYCIPHASE SR 1gm,
1308,LTK AM,
1309,BITALSAR 40,
1310,GLIMI 2,
1311,FORXIGA 10,
1312,VEDATOR 10,
1313,HCQ (200MG),
1314,ROSUDAY 20,
1315,GEMCAL ,
1316,TELLZY AM 40MG,
1317,Tellzy AM 40MG,
1318,ROSUONE,
1319,thyroxin 75mcg,
1320,CTD 6.5gm,
1321,THYROXIN 50mcg,
1322,METOLAR 25mg,
1323,FONDARED 75ng S/C,
1324,ZYTEE OINT,
1325,ENTOFOAM ENEMA,
1326,MESACOL 1.2gm,
1327,ENZAR HS,
1328,SPOROLAC DS,
1329,AMTAS M 25mg,
1330,PROLOMET R,
1331,ENTECAVIR 1MG OD,
1332,CLOPIDOGREL 20,
1333,CLOPIDOGREL 75,
1334,PANCREATIC STENT SP 5F -7CM,
1335,XCUTE CV 200mg,
1336,PENTASA 2gm,
1337,LOSIUM 25mg,
1338,GLUCOTROL MF,
1339,LIBRIUM 10mg,
1340,RABEMAC DSR,
1341,FORSON SR 100mg,
1342,AQAUZIDE 12.5MG,
1343,ASTHALIN ,
1344,TORFIX 200mg,
1345,AZITHRO 250mg,
1346,RIXMIN 400mg,
1347,PRAZOPRESS 2mg,
1348,CILNICAB TM,
1349,LUMIA 60K,
1350,GLYSIPHASE M2,
1351,ASCORIL D,
1352,GLYCIPHASE SR  500mg,
1353,THELACAR 40MG,
1354,DYTOR PLUS 20+50mg,
1355,THYROX 50MCG,
1356,RAMIPRIL 5 MG,
1357,METOGARD XL 5 MG,
1358,MINIPRESS XL 5MG,
1359,WARF 4 MG,
1360,DEPLATT CV MG ,
1361,TAZLOC-BETA 50MG,
1362,SILOFAST D,
1363,AKILOS SP,
1364,TELLZY AM 40,
1365,TAZLOC BETA 50MG,
1366,METFORMIN 500,
1367,PIOGLUCOZART 1-0-0,
1368,WITREST 5MG,
1369,OFRAMAX FORTE 3GM,
1370,OLEPTAL DT 300mg,
1371,EPSOLIN 50MG ,
1372,IVABRAD 2.5 MG,
1373,OMEZ INSTA SACHET,
1374,JETEL-40,
1375,PEGLANT 6MG,
1376,ELTROXIN 100MCG - ,
1377,ZOCEF 250,
1378,TELVAS -BETA  40/50,
1379,JONAC GEL 30G,PYRODIXNE 40MG
1380,K 91 URETHRAL CATHETER,RABEORAZOLE +DOMPERIDONE
1381,MUCAIN GEL,
1382,AZOTAR-ASP,
1383,CARDIVAS,
1384,Movicol Sachet ,
1385,hello,
1386,hello - INJECTION,
1387,VALPARIN 200MG,
1388,STROCIT 500MG,
1389,GLYCORATE 1MG,
1390,Contramol DT,
1391,lozart-AM,
1392,GLUFORMIN G1,
1393,STARVOG M2,
1394,LINAGLIPTIN 5MG,
1395,MALTOCAL,
1396,PREGADOC PLUS,
1397,VELOZ,
1398,KABIMOL 1000MG ,RABEPRAZOLE +LEVOSULPIRIDE 
1399,KIDNEY TRAY METAL,RABEPRAZOLE 40MG+DOMPERIDONE 30MG
1400,ESPIN AT,
1401,NITREST,
1402,LACOSAM 200MG,
1403,LACTIHEP 30ML ,
1404,LACTO CALAMINE 120ML,RAMPRIL 5MG+HYDROCHLORATHAZIDE 12.5
1405,LAMINO HEPA SACHET,RANIDIN25MG/1ML
1406,SONNECAL-K2M,
1407,LEVIUM,
1408,RILAZONE 50MG ,
1409,REJANEX CD3,
1410,CANESTINE ,
1411,NEXPRO 20 MG,
1412,NICARDIA RETARD 10MG ,
1413,BETALOC 12.5 MG,
1414,NF 10,
1415,AMBISTRYN S 0.75GM IM FOR 7DAYS,
1416,DECMAX(4MG),
1417,LEVERA (500MG),
1418,LACOSUM(100MG),
1419,ZYFEX(250MG),
1420,CALDIKIND,
1421,RELAXEE,
1422,ALPAN 40MG,
1423,CARDAC METO 2.5,
1424,CLOPITAB 20,
1425,CLOPITORVA 20,
1426,NICARDIA RETARD 40MG ,
1427,ROSUCOR 5,
1428,NIMESON P,
1429,NITROCONTIN 6.4,
1430,PARAFINE LIQUID,
1431,VOGLITOR 0.3,
1432,NORMAXIN RT,
1433,REVELOL XL,
1434,GLYCI M4,
1435,K-PIO,
1436,BASALOG,
1437,NRGIZ ,
1438,,
1439,NRGIZ,
1440,NS 3LIT,
1441,MOXICIP,
1442,PENEGRA 25,
1443,NUROKIND 500MG,
1444,PIOSYS 15,
1445,GLUCONORM SR 500MG,
1446,CARDARON 200,
1447,NUROKIND OD,
1448,NUTRIFLEX SPECIAL 1000ML,
1449,OFLOX OZ,
1450,THYROX 75mcg,
1451,AZTOR 50MG,
1452,TELSITE 40MG,
1453,PARAXIN 500MG ,
1454,PROTHIADEN,
1455,RECITA,
1456,10 D 1000 ML,
1457,10 D 500 ML,ACARBOSE 25MG
1458,20% DEXTROSE 500ML (GLASS),ACEBROPHYLINE SR 200MG
1459,25D 100 ML GLASS,ACEBROPHYLLIN 100MG
1460,25D 500 ML,ACECLOFENAC 100MG+PARACETAMOL 500MG+SERRATIOPEPTIDASE 15MG
1461,3M ELECTRO SURGICAL 9165,ACECLOFENAC 200MG
1462,A TO Z TAB.  ,ACICLOVIR 200MG
1463,ACILOC S SUSPENSION 200ML,ALUMINIUM HYDROXIDE 240MG+MAGNESIUM HYDROXIDE 100MG+MAGNESIUM CARBONATE 60MG+DIMETHECONE 25MG
1464,5D 250ML (GLASS ) INJ,ACETULCYSTEINE 200MG/2ML
1465,5D 500ML,ACETYLCYSTEINE 200MG/2ML
1466,BENADOL 40MG,
1467,A TO Z NS SYRUP 100ML,ACETYLSALICYLIC ACID 350MG
1468,ACILOC Suspension syrup,ALUMINIUM HYDROXIDE 250MG+MAGNESIUM HYDROXIDE 250MG+DIMETHACONE 50MG
1469,ABDOMINAL BELT (LARGE),ACICLOVIR 400MG
1470,ABDOMINAL BELT (MEDIUM),ACICLOVIR 800MG
1471,ABDOMINAL BELT (SMALL),ACOTIAMIDE 100MG
1472,ABDOMINAL BELT (X-LARGE),ADEMETIONINE 400MG
1473,ABDOMINAL BELT (XX-LARGE),ADRENALIN 1MG/1ML
1474,ACITROM 2MG,AMBROXOL HCL 30MG
1475,ABDOMINAL MOP 25X25,ALBENADOZOLE 400MG/10ML
1476,ABDOMINAL MOP 25X40,ALCRITHROMYCIN 500MG+ESOMEPRAZOLE 40MG+AMOXYCILLIN 750MG
1477,ABDOMINAL MOP 40X40,ALFUZOCIN 10MG
1478,ABGEL REGULAR SIZE 1BOX,ALFUZOCIN 10MG+DUTASTERIDE 0.5MG
1479,ABSORBA TACK 15 PIN ABS  STAPLER,ALLOPURINOL 100MG
1480,ABSORBA TACK 30 PIN ABS  STAPLER,ALOPURINOL 100MG
1481,AKT 4 KIT,AMLODIPINE 40MG+ATENOLOL 
1482,ACETONE 100ML,ALPRAZOLAM 0.25MG
1483,ACILOC RD ,ALPRAZOLAM 0.5MG
1484,PANTOCID 20MG  - TABLET - ,
1485,ACTIGUT,AMINO ACID 10%+ELECTROLYTS
1486,ACITROM 3MG,AMBROXOL HCL 30MG/5ML
1487,ACITROM 4MG,AMIKACIN 
1488,ACIVIR DT 400MG ,AMIKACIN 100MG
1489,ACIVIR DT 800MG ,AMIKACIN 250MG
1490,ACTIDE 100MG ,AMIKACIN 750MG
1491,ADVENT 625 MG ,AMITRYPTILINE 10MG
1492,AGGRAMED ,AMLODIPIN 5MG+ATENOLO 50MG
1493,ALASPAN AM ,AMLODIPINE 5MG
1494,ALBUREL (20%) (100ML),AMLODIPINE 5MG+ATENOLOL 25MG
1495,ACTIVE LIFE COLOSTOMY BAG 1,AMINO ACID 5%+SORBITOL 5%
1496,AD 100 MG CAP,AMINOPHYLLIN 25MG/ML
1497,ADAPT PASTE 60GM 79300,AMIODARONE 100MG
1498,ADAPT STOMA POWDER 28.3G  7906,AMIODARONE 200MG
1499,ADVENT 1.2GM VIAL,AMIODARONE 50MG/1ML
1500,AEROCORT ROTACAP,AMITRYPTILINE 25MG
1501,AERRANE 100ML,AMLODIPIN
1502,AIR CUSHION RING (ALL),AMLODIPIN 5MG+LOSARTAN 50MG
1503,AIRWAY NO-1 1PIC,AMLODIPIN+METOPROLOL
1504,AIRWAY NO-2 1PIC,AMLODIPINE +ATENOLOL
1505,AIRWAY NO-3 1PIC,AMLODIPINE 10MG
1506,AIRWAY NO-4 1PIC,AMLODIPINE 2.5MG
1507,ALCOHOL SWABS (BD) 1'PIE,AMLODIPINE 5MG+ATENOLOL 50MG
1508,ALCOLIFE ,AMLODIPINE 5MG+LISINOPRIL 5MG
1509,ALDACTONE 100MG ,AMLODPINE
1510,ALDACTONE 25MG ,AMLORIDE 40MG+FUROSEMIDE 5MG
1511,ALDACTONE 50MG,AMOXICILIN 250MG
1512,ALEX LOZENGES TAB,AMOXICILIN 500MG
1513,ALLEGRA 180MG ,AMOXYCILINE 1000MG+POTASSIUM CLAVUNATE 200MG
1514,ALMINTH ,AMOXYCILINE 250MG+POTASSIUM CLAVUNATE 125MG
1515,ALTHROCIN 250MG ,AMPICILLIN 1GM +SULBACTAM 500MG
1516,ALPREX 0.5MG,AMOXYCILLIN 875MG+POTASSIUM CLAVUNATE 125MG
1517,ALPREX TAB 0.25MG,AMPICILLIN +SULBACTAM
1518,MODLIP,
1519,ALTHROCIN 500MG ,AMYLASE 62.5MG+PEPSIN 20MG
1520,ALUPENT 10MG ,ANTIOXIDANT
1521,AMINOMIX 1 NOVUM ,ASPIRIN 150MG
1522,AMITONE 10MG ,ATENOL 50MG
1523,AMBISTRYN S 1GM INJ. 1VIAL,APREPITANT 125MG+80MG
1524,AMBISTRYN S.75GM INJ. 1VIAL,ARTEMETHER 80MG+LUMEFENTRINE 480MG
1525,AMICIN 100MG INJ. 2ML,ARTESUNATE 60MG
1526,AMLODAC  2.5 MG ,ATENOLOL 
1527,AMLODAC  5 MG,ATENOLOL +HYDROCHLORIDE
1528,AMINOPLASMAL 10 % E,ASPIRIN 325MG
1529,AMINOVEN 10% INFUSION 500ML,ASPIRIN 75MG
1530,AMITANT KIT 125MG & 80MG,ASPIRIN 75MG+ATORVASTATIN 10MG
1531,AMLODAC 10 MG.,ATENOLOL 100MG
1532,AMLODAC AT ,ATENOLOL 25MG
1533,AMLOPRES  2.5 MG,ATORVASTATIN 
1534,AMLOPRES  5 MG ,ATORVASTATIN 10MG CLOPIDOGREL ASPIRIN
1535,AMLOPRES 10 MG ,ATORVASTATIN 20MG
1536,AMLOPRES AT 25 MG,ATORVASTATIN 40MG
1537,AMLOPRES AT ,ATORVASTATIN 5MG
1538,AMTAS 10 MG ,ATORVASTATINE 40MG
1539,AMTAS 2.5 MG,ATORVASTIN +EZETIMIDE 
1540,AMTAS 5 MG ,ATRACURIUM BESYLITE 100MG
1541,AMTAS AT TAB ,ATRACURIUM BESYLITE 25MG
1542,ANAWIN 0.5% ,AZATHIOPRINE 50MG
1543,AMPOULE CUTTER,ATORVASTATINE 10MG
1544,ANGISPAN TR 6.5MG ,AZITHROMYCIN 500MG
1545,ANTIDEP 25MG ,B COMPLEX 
1546,ANTOXID ,B-COMPLEX FORTE+VTAMIN C
1547,ANXIT 0.50MG ,B-COMPLEX FORTE+VTAMIN C+ZINC
1548,ANAL DIALETOR  SET ( AGAS ),ATROPINE SULPHATE 0.6MG/1ML
1549,ANAL DIALETOR NO-1,ATROPINE SULPHATE 100MG
1550,ANAL DIALETOR NO-2,AYURVEDIC ISAPGOL POWDER
1551,ANAL DIALETOR NO-3,AYURVEDIC MEDICINE
1552,ANAL DIALETOR NO-4,AYURVEDIC MEDICINES
1553,ANAWIN HEAVY AMP,AZITHROMYCIN 250MG
1554,ANOBLISS CREAM,AZITHROMYCINE 250MG
1555,APRON,BACLOFEN 25MG
1556,ARISTOZYME SYRUP,BECLOMETHASONE 0.025%+PHENYLEPHRINE 0.10%+LIGNOCAINE 2.50%+CHLOROCRESOL0.1%
1557,ARIXTRA 2.5MG  0.5ML ,BENFOTIAMINE 100MG
1558,ARTACIL 100 (10ML),BENZONATATE 100MG
1559,ARTACIL 25MG  (2.5ML),BETAHISTINE 16MG
1560,ASKLEROL 3% 60MG ,BETAMETHASONE 0.10%+CHLOROCRESOL 0.1%
1561,ARTIFICIAL TEARS BP 10ML,BETAHISTINE 24MG
1562,ASEPTO PUMP SYRING-ROMSO 1PIC,BETAHISTINE 8MG
1563,ATARAX 10MG ,BISACODYL 10MG
1564,ASTHALIN INHALER,BETAMETHASONE 0.10%+GENTAMICIN 0.10%+MICONAZOLE 2%+CHLOROCRESOL 0.1%
1565,ASTHALIN RESPULES,BETHANECHOL CHLORIDE 25MG
1566,ATARAX 25MG ,BISACODYL 5MG
1567,ATEN  50 MG ,BISOPROLOL 2.5MG+AMLODIPINE 5MG
1568,ATIVAN 2MG ,BISOPROLOL FUMARATE 5MG
1569,ATORLIP 40MG ,BISOPROLOL+HYDROCHLOR
1570,AZORAN,CARVIDILO 6.25MG
1571,ATORVA 10 MG ,BOTHROPS ATROX1CU+SODIUM CHLORIDE 0.9%+PHENOL 3%
1572,ATORVA 40 MG ,BROMOCRIPTIN 2.5MG
1573,AUGMENTIN 1.2G ,BUPIVACIANE HCL 05MG
1574,AZORAN ,CARVIDILOL
1575,AUGMENTIN 375MG ,CABERLIN 0.5MG
1576,AUGMENTIN 625MG DUO ,CALCITROL 0.25MG+CALCIUM 500+ZINC 7.5
1577,AVIL 25MG ,CALCIUM CGLUCONATE 10%
1578,AVIL 50MG ,CALCIUM CITRATE +VITAMIN D3
1579,AVOMINE ,CALCIUM POLYSTYRENE SULPHONATE 15GM
1580,AZEE 250 MG ,CALMINE LOTIN 
1581,AZEE 500 MG ,CAPCITABINE 500MG
1582,AZITHRAL 500 MG,CARBOPLATIN 150MG
1583,BENADON ,CEFOPERAZONE 2GM+SULBACTAM 1GM
1584,BACTRIM DS ,CARVIDILOL 3.125MG
1585,B T SET (SANGOFIX)   ,CARVIDILOL 12.5MG
1586,BACTERIAL FILTER,CARVIDILOL 20MG
1587,BACTROBAN OINTMENT 5G,CARVIDILOL 6.25MG
1588,BAIN CECUIT,CARVIDOLOL
1589,BAND AID FLEXI (LONG) 1'PIE,CASPOFUNGIN 500MG
1590,BAND AID REGULAR (LONG) 1'PIE,CEDTRIAXONE 1GM
1591,BAND AID SQURE,CEFADROXIL 500MG
1592,BAND AID WASHPROOF (LONG) 1'PIE,CEFAZOLINE 1GM
1593,BAND HAEMORRHOID  (INDUS),CEFDITRON 200MG
1594,BAND LIGATION (INDUS),CEFEPIME 
1595,BANDAGE CLOTH 16MTX100CM,CEFEPIME 1GM
1596,"BANDAGE GAUZE ROLL 4"" (10CM*8MET)",CEFEPIME 1GM+TAZOBACTAM 125MG
1597,"BANDAGE GAUZE ROLL 6"" (15CM*8MET)",CEFIXIME 100MG
1598,BD SYRINGE 10ML (B-D) L LOCK,CEFIXIME 200MG+POTASSIUM CLAVUNIC ACID125MG
1599,BD SYRINGE 20ML (B-D) L LOCK,CEFIXIME 20MG+POTASIUM CLACUNATE 125MG
1600,BD SYRINGE 5ML (B-D) L LOCK,CEFIXIME 400MG
1601,BD VEINFLON 20G I V,CEFIXIME+DICLOXACIN 
1602,BECOSULES CAPSULES,CEFOPERAZINE 1GM+SULBACTAM 500MG
1603,BECOSULES SYRUP 120ML,CEFOPERAZINE 2GM+SULBACTAM 1GM
1604,BECOSULES Z CAPSULES,CEFOPERAZONE 1GM+SULBACTAM 1GM
1605,BED PAN ALLUMINIUN (MALE-FEMALE),CEFOPERAZONE 1GM+SULBACTAM 500MG
1606,BED PAN PLASTIC,CEFOPERAZONE 250MG+SULBACTAM 250MG
1607,BETACAP TR 40MG ,CEFOTAXIME 1GM
1608,BENZOIN TINCTURE I.P 400ML,CEFOPERZONE 1GM+SULBACTAM 500MG
1609,BETACARD 100MG ,CEFOTAXIME 1GM+SULBACTAM 500MG
1610,BETACARD 50MG ,CEFTAZIDIME 
1611,BETACARD AM ,CEFTAZIDIME 1GM
1612,BETADINE GARGLE (MINT) 100ML,CEFTRIAXONE +SULBACTAM
1613,BETADINE POWDER 10GM,CEFTRIAXONE 1GM+SULBACTAM 500MG
1614,BETADINE SOLUTION 100ML,CEFTRIAXONE 250MG
1615,BETAGAN LIQUIFILM EYE DROPS,CEFTRIAXONE 2GM
1616,BETALOC 100 MG ,CEFTRIXAXONE 1GM
1617,BETONIN AST LIQUID 400ML,CEFUROXIME 750MG
1618,BETNOVATE SKIN CREAM 20G,CEFUROXIME 500MG
1619,BETNOVATE-GM SKIN CREAM 20G,CEFUROXIME 500MG+CLAVUNICACID 125MG
1620,BIBONATE 25ML INJ,CETRIZINE 10MG
1621,BIBONATE TAB,CHLORAMPHENICOL 1%+HYDROCOTISONE 0.5%
1622,BILIARY METAL STENT  10X80 CM BOSTONE,CHLORAMPHENICOL 1GM
1623,BILIARY STENT 10F-10CM (AMSTERDAM FLAP),CHLORAMPHENICOL 500MG
1624,BILIARY STENT 10F-10CM (DOUBLE PIGTAIL),CHLORDIAZEPOXIDE 10MG
1625,BILIARY STENT 10F-10CM (STRAIGHT),CHLORDIAZEPOXIDE 5MG+AMITRYPTILINE 12.5
1626,BILIARY STENT 10F-12CM (AMSTERDAM ),CHLORDIAZEPOXIDE 5MG+CLINIDIUM BROMIDE 2.5MG
1627,BILIARY STENT 10F-12CM (COOK REF 21810),CHLORDIAZEPOXIDE 5MG+CLINIDIUM BROMIDE 2.5MG+DICYCLOMINE 10MG
1628,BILIARY STENT 10F-12CM (STRAIGHT FLAP),CHLORHEXIDINE 
1629,BILIARY STENT 10F-5CM (DOUBLE PIGTAIL),CHLORHEXIDINE GLUCONATE 0.20%+SODIUM FLURIDE 0.05%+ZINC CHLORIDE 0.09%
1630,BILIARY STENT 10F-5CM STRAIGHT FLAP,CHLOROQUINE 250MG
1631,BILIARY STENT 10F-7CM (DOUBLE PIGTAIL),CHLORPHENIRAMINE 0.20%+PHYNLPHERIN HCL 0.12%+PHENAZONE 0.10%+CHLORBUTOL 0.50
1632,BILIARY STENT 10F-7CM (STRAIGHT FLAP),CHLORPROMAZINE 100MG
1633,BILIARY STENT 10F-8 CM STRAIGHT FLAP,CHLORPROMAZINE 25MG
1634,BILIARY STENT 5F-10CM (SPT),CHLORPROMAZINE 50MG
1635,BILIARY STENT 5F-10CM (STRAIGHT),CHLORTHALIDONE 
1636,BILIARY STENT 5F-3CM (AMSTERDAM FLAP),CHLORTHALIDONE 6.25MG
1637,BILIARY STENT 5F-3CM (SINGLE PIGTAIL),CHOLECALCIFEROL 60.000IU
1638,BILIARY STENT 5F-5CM (DPT),CHOLESTYRAMINE 4GM
1639,BILIARY STENT 5F-5CM (SINGLE PIGTAIL),CHOLINE SALICYLACTE 9%+BENZALKONIUM CHLORIDE 0.02%
1640,BILIARY STENT 5F-5CM (STRAIGHT),CHOLINE SALICYLATE 8.7%+BENZALKONIUM CHLORIDE 0.01%+LIGNOCAINE HYDROCHLORIDE 2%
